gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,numeric_rating,year,countryrating,ch,wcap,ROA,ICOV,LDTC,SDTD,OM,Z_score
,2006-12-22,403633,Raiffeisenbank Baiertal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403634,Raiffeisenbank HessenNord eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403635,Raiffeisenbank Ehekirchen-Oberhausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403636,VR-Bank Alb-Blau-Donau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403637,Raiffeisenbank Elbmarsch eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-27,403638,Raiffeisenbank Ems-Vechte eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403639,Raiffeisenbank Emtmannsberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403640,Raiffeisenbank Erding eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403641,Raiffeisenbank Erkelenz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403643,Raiffeisenbank Erlenbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403644,Raiffeisenbank Erlenmoos eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403645,Raiffeisenbank Ersingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403646,Raiffeisenbank Eschlkam-Lam-Lohberg-Neukirchen b. Hl. Blut eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403647,Raiffeisen-bank Eschweiler eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403648,Raiffeisenbank Falkenstein-Woerth eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403649,Raiffeisenbank Fischenich-Kendenich eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403650,Raiffeisenbank Flachsmeer eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403651,Raiffeisenbank Floss eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403652,Raiffeisenbank Fraenkisches Weinland eG Escherndorf-Sommerach-Nordheim,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403653,Raiffeisenbank Frankenhardt-Stimpfach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403654,Raiffeisenbank Hochfranken West eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403655,Raiffeisenbank Frankenwinheim und Umgebung eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403656,Volksbank Rhein-Erft-Koln eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403657,Raiffeisenbank Freinsheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403658,Raiffeisenbank Friedelsheim-Roedersheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403659,Raiffeisenbank Fuchstal-Denklingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403660,Raiffeisenbank Chamer Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403661,Raiffeisenbank Gammesfeld eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403662,Raiffeisenbank Garrel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403663,Raiffeisenbank Gefrees eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403664,Raiffeisenbank Geiselhoering-Pfaffenberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403665,Raiffeisenbank Geislingen-Rosenfeld eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403666,Raiffeisenbank Gmund am Tegernsee eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403667,Raiffeisenbank Gotha eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403668,Raiffeisenbank Graevenwiesbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403669,Raiffeisenbank Grafenwoehr-Kirchenthumbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403670,Raiffeisenbank Grafschaft-Wachtberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403671,Raiffeisenbank Altmuhl-Jura eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403672,Raiffeisenbank Grevenbroich eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403673,Raiffeisenbank Grimma eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403674,Raiffeisenbank Grosshabersdorf-Rosstal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403675,Raiffeisenbank Gruibingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403676,Raiffeisenbank Gunzenhausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403677,Raiffeisenbank Gymnich eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403678,Raiffeisenbank Haag-Gars-Maitenbeth eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403679,Raiffeisenbank Haerten eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403680,Raiffeisenbank Haibach-Obernau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403681,VR-Bank Ismaning Hallbergmoos Neufahrn eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403682,Raiffeisenbank Hallertau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403684,Raiffeisenbank Hardt-Bruhrain eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403686,Raiffeisenbank Haunetal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403687,Raiffeisenbank Heidenheimer Alb eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403688,Raiffeisenbank Heiligenstadt i. OFr. eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403689,Raiffeisenbank Heroldsbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403690,Raiffeisenbank Heroldstatt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403691,Raiffeisenbank Herrnwahlthann/Teugn-Duenzling eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403692,Raiffeisenbank Herzogenaurach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403693,Raiffeisenbank am Rothsee eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403694,Raiffeisenbank Hirschau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403695,Raiffeisenbank Hochstraess eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403696,Raiffeisenbank Hoechberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403697,VR Bank Bayreuth-Hof eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403698,Raiffeisenbank Hofkirchen-Bayerbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403699,Raiffeisenbank Hohenau-Mauth eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403700,Raiffeisenbank Hohenwart eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403701,Raiffeisenbank Fränkische Schweiz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403702,Raiffeisenbank Holzheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403703,Raiffeisenbank Horb eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403704,Raiffeisenbank i. Lkrs. Passau-Nord eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403705,Raiffeisenbank Suedl. Bayerischer Wald eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403707,Raiffeisenbank Illertal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403708,Raiffeisenbank im Allgaeuer Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403709,Raiffeisenbank im Kreis Calw eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403710,Raiffeisenbank im Kreis Ploen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403711,Raiffeisenbank im Stiftland eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403712,Raiffeisenbank Ingersheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403713,Raiffeisenbank Ingoldingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403714,Raiffeisenbank Inkofen-Eggmuehl eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403715,Raiffeisenbank Irrel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403716,Raiffeisenbank Irsee-Pforzen-Rieden eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403717,Raiffeisenbank Isar-Loisachtal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403718,Raiffeisenbank Junkersdorf eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403719,Raiffeisenbank Kaarst eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403720,Raiffeisenbank Kahl am Main eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403721,Raiffeisenbank MEHR eG Mosel-Eifel Hunsrueck-Region,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403722,Raiffeisenbank Kaiserstuhl eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403723,Raiffeisenbank Kalbe-Bismark eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403724,Raiffeisenbank Kastellaun eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403725,Raiffeisenbank Kehrig eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403726,Raiffeisenbank Kempten eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403727,Raiffeisenbank Kieselbronn eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403728,Raiffeisenbank Kirchheim-Walheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403729,Raiffeisenbank Kirchweihtal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403730,Raiffeisenbank Kirtorf eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403731,Raiffeisenbank Kitzinger Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403732,Raiffeisenbank Knoblauchsland eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403733,Raiffeisenbank Hohenloher Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403734,Raiffeisenbank Koetz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403735,Raiffeisenbank Bad Koetzting eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403736,Raiffeisenbank Kraichgau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403737,Raiffeisenbank Kueps-Mitwitz-Stockheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403738,Volksbank Berg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403739,Raiffeisenbank Langenschwarz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403740,Raiffeisenbank Leiblfing eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403741,Raiffeisenbank Lorup eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403742,Raiffeisenbank Lutzerather Hoehe eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403743,Raiffeisenbank Maitis eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403745,Raiffeisenbank Marktheidenfeld eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403746,"Raiffeisenbank eG, Rannungen",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403747,Raiffeisenbank Mehring-Leiwen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403748,Raiffeisenbank Mehrstetten eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403749,Raiffeisenbank Mengkofen-Loiching eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403750,Raiffeisenbank Mittelrhein eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403751,Raiffeisenbank Mittenwald eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403752,Raiffeisenbank Moetzingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403753,Raiffeisenbank Moselkrampen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403754,Raiffeisenbank Much-Ruppichteroth eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403756,Raiffeisenbank Muenchen-Nord eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403757,Raiffeisenbank Muenchen-Sued eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403758,Raiffeisenbank Mutlangen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403759,"Raiffeisenbank ""Nahe"" eG",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403760,Raiffeisenbank Nattheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403761,Raiffeisenbank Neudenau-Stein-Herbolzheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403763,Raiffeisenbank Neumarkt-St. Veit-Niederbergkirchen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403764,Raiffeisenbank Neunkirchen am Brand eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403765,Raiffeisenbank Neustadt (Sachs.) eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403766,Raiffeisenbank Neustadt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403767,Raiffeisenbank Neustadt-Vohenstrauss eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403768,Raiffeisenbank Niedere Alb eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403769,Raiffeisenbank Niederfischbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403770,Raiffeisenbank Noerdliche Bergstrasse eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403771,Raiffeisenbank Lechrain eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403772,Raiffeisenbank Nuedlingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403773,Raiffeisenbank Oberaudorf eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403774,Raiffeisenbank Oberer Wald eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403775,Raiffeisenbank Oberes Buehlertal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403776,Raiffeisenbank Oberes Gaeu eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403777,Raiffeisenbank Oberessendorf eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403778,Raiffeisenbank im Grabfeld eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403779,Raiffeisenbank Obergermaringen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403780,Raiffeisenbank Oberhaardt-Gaeu eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403781,Raiffeisenbank Obermain Nord eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403782,Raiffeisenbank Oberstenfeld eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403783,Raiffeisenbank Oberteuringen-Meckenbeuren eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403784,Raiffeisenbank Ober-Unterhausen-Sinning eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403785,Raiffeisenbank oestliche Suedeifel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403786,Raiffeisenbank Offingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403787,Raiffeisenbank Oldenburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403788,Raiffeisenbank Ostprignitz-Ruppin eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403789,Raiffeisenbank Ottenbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403790,Raiffeisenbank Parkstetten eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403791,Raiffeisenbank Pasewalk-Strasburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403792,Raiffeisenbank Pfaffenhausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403793,Raiffeisenbank Plankstetten AG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403794,Raiffeisenbank Raisting eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403795,Raiffeisenbank Rastede eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403796,Raiffeisenbank Rattiszell-Konzell eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403797,VR Bank Ravensburg-Weingarten eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403798,Raiffeisenbank Rehling eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403799,Raiffeisenbank Neumarkt-St. Veit-Reischach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403800,Raiffeisenbank Reute-Gaisbeuren eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403801,Raiffeisenbank Voreifel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403802,Raiffeisenbank Rhein-Berg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403803,VR Bank Ried-Ueberwald,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403804,Raiffeisenbank Riedenburg-Lobsing eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403805,Raiffeisenbank Biberach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403806,Raiffeisenbank Ronshausen-Marksuhl eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403807,Raiffeisenbank Rosenstein eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403808,Raiffeisenbank Roth-Schwabach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
