gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,numeric_rating,year,countryrating,ch,wcap,ROA,ICOV,LDTC,SDTD,OM,Z_score
,2006-12-21,403810,Raiffeisenbank Rottumtal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403811,Raiffeisenbank Rupertiwinkel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403812,Raiffeisenbank Sankt Augustin eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403813,Raiffeisenbank Schaafheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403815,Raiffeisenbank Schifferstadt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403816,Raiffeisenbank Schleusingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403818,Raiffeisenbank Schrobenhausener Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403819,Raiffeisenbank Schrozberg-Rot am See eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403820,Raiffeisenbank Schwabmuenchen-Stauden eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403822,Raiffeisenbank Sinzing eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403823,Raiffeisenbank Sondelfingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403824,Raiffeisenbank Sonnenwald eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403825,Raiffeisenbank Sparneck-Stammbach-Zell eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403826,Raiffeisenbank St. Wolfgang-Schwindkirchen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403827,Raiffeisenbank Stegaurach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403828,Raiffeisenbank Steinheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403829,Raiffeisenbank Straubing eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403830,Raiffeisenbank Struecklingen-Idafehn eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403831,Raiffeisenbank Suedhardt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403832,Raiffeisenbank Suedliches Ostallgaeu eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403833,Raiffeisenbank Suedstormarn eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403834,Raiffeisenbank Sulzbach-Rosenberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403835,Raiffeisenbank Tattenhausen-Grosskarolinenfeld eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403836,Raiffeisenbank Taufkirchen-Oberneukirchen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403837,Raiffeisenbank Teck eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403838,Raiffeisenbank Thalheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403839,Raiffeisenbank Thuengersheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403840,Raiffeisenbank Thurnauer Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403841,Raiffeisenbank Toepen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403842,Raiffeisenbank Torgau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403843,Raiffeisenbank Travemuende eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403844,Raiffeisenbank Trendelburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403845,Raiffeisenbank Trostberg-Traunreut eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403846,Raiffeisenbank Tuengental eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403847,Raiffeisenbank Tuerkheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403848,Raiffeisenbank Uehlfeld-Dachsbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403849,Raiffeisenbank Unteres Vilstal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403850,Raiffeisenbank Unteres Zusamtal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403851,Raiffeisenbank Urbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403853,Raiffeisenbank Buhlertal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403854,Raiffeisenbank Vogelsberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403855,Raiffeisenbank Volkmarsen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403857,Raiffeisenbank von 1895 eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403858,Raiffeisenbank Vorallgaeu eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403859,Raiffeisenbank Vordere Alb eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403860,Raiffeisenbank Vordersteinenberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403861,Raiffeisenbank Waldaschaff-Heigenbruecken eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403862,Raiffeisenbank Wald-Goerisried eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403863,Raiffeisenbank Wallgau-Kruen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403864,Raiffeisenbank Wangen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403865,Raiffeisenbank Mecklenburger Seenplatte eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403866,Raiffeisenbank Weissach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403867,Raiffeisenbank Weissacher Tal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403868,Raiffeisenbank Welling eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403870,Raiffeisenbank Werratal-Landeck eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403871,Raiffeisenbank Wesermarsch-Sued eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403872,Raiffeisenbank Westeifel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403873,Raiffeisenbank Westhausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403874,Raiffeisenbank Wiesbach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403875,Raiffeisenbank Wiesedermeer-Wiesede-Marcardsmoor eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403876,Raiffeisenbank Landshuter Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403877,Raiffeisenbank Wimsheim-Moensheim eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403878,Raiffeisenbank Wittislingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403879,Raiffeisenbank Wuestenselbitz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403880,Raiffeisenbank Wyhl eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403881,Raiffeisenbank Zeller Land eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403882,Raiffeisenbank Knoblauchsland-Bibertgrund eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403883,Raiffeisenbank Zorneding eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403884,Raiffeisenkasse Erbes-Buedesheim und Umgebung eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403886,Volksbank eG Delmenhorst Schierbrok,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403887,Raiffeisen-Volksbank Dillingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403888,Raiffeisen-Volksbank Donauwoerth eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403889,Raiffeisen-Volksbank Ebern eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403890,"Raiffeisen-Volksbank eG, Aurich",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403891,Raiffeisen-Volksbank Neustadt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403892,"Raiffeisen-Volksbank eG, Schwabenheim",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403893,Raiffeisen-Volksbank Fresena eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403894,VR-Bank eG Osnabrucker Nordland,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403895,Raiffeisen-Volksbank Kronach-Ludwigsstadt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403896,Raiffeisen-Volksbank Oder-Spree eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403897,Raiffeisen-Volksbank Ries eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403898,Raiffeisen-Volksbank Saale-Orla eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403899,Raiffeisen-Volksbank Varel-Nordenham eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403901,Rheingauer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403902,Rosbacher Raiffeisenbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403903,Rostocker Volks-und Raiffeisenbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403904,Ruesselsheimer Volksbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403905,RV Bank Rhein-Haardt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403906,Scharnhauser Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403909,Spar- und Darlehnskasse Aegidienberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403910,Spar- und Darlehnskasse Bockum-Hoevel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403911,Spar- und Darlehnskasse Boerde Lamstedt-Hechthausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403912,Spar- und Darlehnskasse Brachelen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403913,Volksbank eG Friesoythe,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403914,Spar- und Darlehnskasse Hoengen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403915,Spar- und Darlehnskasse Oeventrop eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403916,Volksbank in der Hohen Mark eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403917,Spar- und Darlehnskasse Schloss Holte-Stukenbrock eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403918,Spar- und Darlehnskasse Stockhausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403920,"Spar-u.Kredit-Bank eG, Gemuenden",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403921,"Spar- und Kreditbank eG, Hammah",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403922,"Spar- und Kreditbank eG, Karlsruhe",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403923,Spar- und Kreditbank Evangelisch-Freikirchlicher Gemeinden eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403924,Spar- und Kreditbank Hardt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403925,Spar- und Kreditbank Rheinstetten eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403926,Sparda-Bank Augsburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403927,Sparda-Bank Baden-Wuerttemberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403928,Sparda-Bank Berlin eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403929,Sparda-Bank Hamburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403930,Sparda-Bank Hannover eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403931,Sparda-Bank Hessen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403932,Sparda-Bank Muenchen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403933,Sparda-Bank Muenster eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403934,Sparda-Bank Nuernberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403935,Sparda-Bank Ostbayern eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403936,Sparda-Bank Suedwest eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403937,Sparda-Bank West eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403938,Spar- und Kreditbank Buehlertal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403939,Spar- und Kreditbank Dauchingen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403940,Spreewaldbank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403941,Unsere Volksbank Eg St. Wendeler Land,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403942,Stuttgarter Volksbank AG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403943,Sylter Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403944,TEBA Kreditbank GmbH & Co. KG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403945,Uhlbacher Bank eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-21,403946,Volksbank Ulm-Biberach eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403947,Volksbank am Wuerttemberg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403948,VBU Volksbank im Unterland eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403949,Vereinigte Genossenschafts- und Raiffeisenbank Westpfalz eG VR-Bank Westpfalz,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403950,Vereinigte Raiffeisenbank Burgstaedt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403952,"Vereinigte Raiffeisenkassen eG, Weinsheim",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403953,"Vereinigte Volksbank eG, Cochem",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403954,"Vereinigte Volksbanken eG, Sindelfingen",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403955,Volksbank Rhein-Lahn-Limburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403956,"Vereinigte Volksbank eG, Telgte",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403957,"Vereinigte Volksbank eG, Wernigerode",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403958,Vereinigte Volksbank Griesheim-Weiterstadt eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403959,Vereinigte Volksbank Maingau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-20,403960,Volksbank Hegau eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403961,"Volksbank Raiffeisenbank eG, Bad Oldesloe",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403962,VR-Bank Bad Salzungen Schmalkalden eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403963,Volks- und Raiffeisenbank eG Leinebergland,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403964,Volks- und Raiffeisenbank eG Guestrow,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403965,Raiffeisenbank Suedstormarn Moelln eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403966,"Volks- und Raiffeisenbank eG, Suederbrarup",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403967,VR Bank Mecklenburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403968,Volks- und Raiffeisenbank Eisleben eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403970,Volks- und Raiffeisenbank Fuerstenwalde Seelow Wriezen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403971,Volks- und Raiffeisenbank Muldental eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403972,VR Bank Rhein-Mosel eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403973,Volks- und Raiffeisenbank Prignitz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403974,Volks- und Raiffeisenbank Saale-Unstrut eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403975,Volks- und Raiffeisenbank Zeitz eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403976,Volksbank Achern eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403977,Volksbank Aerzen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403978,"Volksbank eG, Warendorf",Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403979,VR Bank Oldenburg Land West eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403980,Volksbank eG Sudheide-Isenhagener Land-Altmark,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403981,Volksbank Allgaeu-West eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403982,Volksbank Altenburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403983,Volksbank Altshausen eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403984,Volksbank Alzey-Worms eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403985,Volksbank im Wesertal eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403986,Volksbank Amelsbueren eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403987,Volksbank Raiffeisenbank AmmerGaeu eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403988,Volksbank Anroechte eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403989,Volksbank Arnsberg-Sundern eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
,2006-12-22,403990,Volksbank Aschaffenburg eG,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2006,17.74074074074074,,,,,,,,
