gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,date_column,year,numeric_rating,countryrating,ch,wcap,ICOV,ROA,LDTC,SDTD,OM,Z_score,xint,lt
62465.0,2007-06-08,419215,TLC Vision Corp.,Corporates,Health Care,USA,STDLONG,B,,,1,2007-06-08,2007,9,19.058823529411764,31.360333333333333,79.36866666666667,9.673511623904231,0.06976713639844355,0.04636206446844935,0.7236594648236451,0.06937490061453411,5.981712673988454,1.596,58.165333333333336
284856.0,2007-06-07,419240,DP World Ltd.,Corporates,Transportation,ARE,STDLONG,A+,,,1,2007-06-07,2007,19,,1091.2001149302732,-1085.7851666666668,1.1345042828636078,,0.32336306422930333,0.5681850828448778,0.17044575825334402,,344.279,16150.908
18841.0,2007-06-12,419258,Surgical Care Affiliates Inc.,Corporates,Health Care,USA,STDLONG,B,,,1,2007-06-12,2007,9,19.058823529411764,,,,,,,,,,
184323.0,2007-06-19,419260,Express Inc.,Corporates,Retailing,USA,STDLONG,B,,,1,2007-06-19,2007,9,19.058823529411764,,,,,,,,,,
177637.0,2007-06-08,419281,AMC Entertainment Holdings Inc.,Corporates,Media & Entertainment,USA,STDLONG,B,,,1,2007-06-08,2007,9,19.058823529411764,,,,,,,,,,
284482.0,2007-06-11,419296,Versatel AG,Corporates,Telecom Services,DEU,STDLONG,BB-,,,1,2007-06-11,2007,11,20.875,80.81343749103033,-40.72999109067562,0.40148562459510995,-0.039342518311824205,0.687413032139807,0.21110740724958102,0.03639075244859906,,40.81923885655145,1108.42750470613
,2007-06-11,419338,Tape Borrower Inc.,Corporates,Containers & Packaging,USA,STDLONG,B,,,1,2007-06-11,2007,9,19.058823529411764,,,,,,,,,,
,2007-06-11,419379,BW Group Ltd.,Corporates,Transportation,SGP,FCLONG,BBB-,,,1,2007-06-11,2007,14,,,,,,,,,,,
273198.0,2007-06-21,419385,China Glass Holdings Ltd.,Corporates,Building Materials,CHN,STDLONG,B+,,,1,2007-06-21,2007,10,17.071428571428573,11.716474734995344,-14.270489320358719,6.070082653875637,0.057857163148225525,0.14354493735714227,0.718894869562062,0.0895176193050405,1.3973810555894142,1.4090935031678633,61.54517271554943
177827.0,2007-07-02,419392,FCA US LLC,Corporates,Automobiles & Components,USA,STDLONG,B,,,1,2007-07-02,2007,9,19.058823529411764,,,,,,,,,,
,2007-06-11,419396,Algar Telecom S/A,Corporates,Telecom Services,BRA,BRAZLONG,brA,,,1,2007-06-11,2007,18,14.3,,,,,,,,,,
,2013-02-19,419409,Veyance Technologies Inc.,Corporates,Automobiles & Components,USA,STDLONG,B,,,1,2013-02-19,2013,9,16.573033707865168,,,,,,,,,,
,2007-06-20,419463,ETA Group,Corporates,Capital Goods,ARE,STDLONG,BBB-,,,1,2007-06-20,2007,14,,,,,,,,,,,
,2007-06-19,419475,Arclin Canada Ltd.,Corporates,Chemicals,CAN,STDLONG,B,,,1,2007-06-19,2007,9,19.921610169491526,,,,,,,,,,
,2007-06-12,419476,Lincoln Holdings Enterprises Inc.,Corporates,Capital Goods,USA,STDLONG,B+,,,1,2007-06-12,2007,10,19.058823529411764,,,,,,,,,,
237996.0,2007-07-05,419520,Shanghai Industrial Urban Development Group Ltd.,Corporates,Property & Real Estate,BMU,FCLONG,B+,,,1,2007-07-05,2007,10,,77.06201845197961,,48.66040589093862,0.059695985826290106,0.13106412011555446,,0.20988083356237386,,11.19357151061351,532.5898345529982
248779.0,2007-06-19,419579,Cristal Mining Australia Ltd.,Corporates,Metals & Mining,AUS,STDLONG,B+,,,1,2007-06-19,2007,10,22.270833333333332,15.691462222247603,8.264617062391551,-2.354303697322818,-0.0018254970047360357,0.2526903850876396,0.3604626527008567,-0.045601176370594874,0.8801589354799694,2.7550524717596976,104.40320270921858
,2007-06-14,419597,Nelson Education  Ltd.,Corporates,Consumer Products,CAN,STDLONG,B,,,1,2007-06-14,2007,9,19.921610169491526,,,,,,,,,,
,2012-03-30,419679,Physiotherapy Associates Inc.,Corporates,Health Care,USA,STDLONG,B,,,1,2012-03-30,2012,9,16.573033707865168,,,,,,,,,,
274222.0,2007-06-18,419682,Saudi Electric Co.,Corporates,Electric,SAU,STDLONG,A+,,,1,2007-06-18,2007,19,18.5,568.3569676510969,-1085.7851666666668,,0.011871864997984293,0.08149813600094068,0.48791721310642666,0.07876511464319273,1.4393374783628021,,19133.491555686818
,2007-06-15,419699,LJVH Holdings Inc.,Corporates,Consumer Products,CAN,STDLONG,B,,,1,2007-06-15,2007,9,19.921610169491526,,,,,,,,,,
,2007-06-18,419704,Trilogy International Partners LLC,Corporates,Telecom Services,USA,STDLONG,B-,,,1,2007-06-18,2007,8,19.058823529411764,,,,,,,,,,
62093.0,2007-06-18,419750,Source Interlink Cos. Inc.,Corporates,Retailing,USA,STDLONG,B,,,1,2007-06-18,2007,9,19.058823529411764,8.208666666666668,41.830666666666666,6.991187228513979,0.017082172024739297,0.13710236049717736,0.6510899283322891,0.0322269165143345,3.241433315705175,7.032666666666667,355.17766666666665
148930.0,2007-07-18,419754,Symbion Inc.,Corporates,Health Care,USA,STDLONG,B,,,1,2007-07-18,2007,9,19.058823529411764,26.291,48.96066666666667,9.855024771040325,0.039339948325637496,0.24798101648448054,0.1938368202522539,0.20726670698146718,3.190244262818586,5.602,145.803
,2014-09-25,419772,BBB Industries LLC,Corporates,Automobiles & Components,USA,STDLONG,B,,,1,2014-09-25,2014,9,16.573033707865168,,,,,,,,,,
,2018-01-04,419798,SMG Holdings Inc.,Corporates,Consumer Products,USA,FCLONG,B,,,1,2018-01-04,2018,9,16.573033707865168,,,,,,,,,,
,2007-06-19,419864,Smurfit Kappa Group PLC,Corporates,Paper & Forest Products,IRL,STDLONG,BB-,,,1,2007-06-19,2007,11,23.0,,,,,,,,,,
185337.0,2007-06-26,419869,"Civitas Solutions, Inc.",Corporates,Health Care,USA,STDLONG,B,,,1,2007-06-26,2007,9,19.058823529411764,,,,,,,,,,
20904.0,2007-09-11,419885,Hologic Inc.,Corporates,Health Care,USA,STDLONG,BB-,,,1,2007-09-11,2007,11,19.058823529411764,70.75066666666666,134.87766666666667,48.66040589093862,0.0634819061488341,0.0031423585605769425,0.8872488531711159,0.10416650927572696,8.84123755054297,0.5406666666666666,119.31200000000001
174531.0,2007-06-20,419943,Mitel Networks Corp.,Corporates,Information Technology,CAN,STDLONG,B,,,1,2007-06-20,2007,9,19.921610169491526,,,,,,,,,,
329032.0,2007-06-21,420008,SIG Group AG,Corporates,Containers & Packaging,CHE,STDLONG,B+,,,1,2007-06-21,2007,10,20.655172413793103,,,,,,,,,,
,2007-06-21,420009,Beverage Packaging Holdings (Luxembourg) II S.A.,Corporates,Containers & Packaging,NZL,STDLONG,B+,,,1,2007-06-21,2007,10,21.082644628099175,,,,,,,,,,
,2007-06-21,420010,Beverage Packaging Holdings (Luxembourg) I S.A.,Corporates,Capital Goods,NZL,STDLONG,B+,,,1,2007-06-21,2007,10,21.082644628099175,,,,,,,,,,
,2007-06-27,420019,AmerCable Inc.,Corporates,Capital Goods,USA,STDLONG,B-,,,1,2007-06-27,2007,8,19.058823529411764,,,,,,,,,,
,2007-06-26,420020,Performance Food Group Inc.,Corporates,Retailing,USA,STDLONG,B,,,1,2007-06-26,2007,9,19.058823529411764,,,,,,,,,,
,2007-06-22,420021,Brussels Airport Holding S.A./N.V.,Corporates,Transportation,BEL,STDLONG,BBB,,,1,2007-06-22,2007,15,21.22222222222222,,,,,,,,,,
282446.0,2007-06-29,420030,PDG Realty S.A. Empreendimentos E Participacoes,Corporates,Homebuilding,BRA,BRAZLONG,brBBB,,,1,2007-06-29,2007,15,14.3,5.8239868490911775,,48.66040589093862,-0.19831051841652136,0.101855648466452,,0.02094635292864062,,0.2426448480790958,39.505760733115515
,2007-07-09,420134,StandardAero Aviation Holdings Inc.,Corporates,Aerospace & Defense,USA,FCLONG,B+,,,1,2007-07-09,2007,10,19.058823529411764,,,,,,,,,,
187418.0,2009-05-01,420137,Canwest L.P.,Corporates,Media & Entertainment,CAN,STDLONG,CCC,,,1,2009-05-01,2009,6,19.968864468864467,,,,,,,,,,
7636.0,2007-06-27,420339,Myers Industries Inc.,Corporates,Containers & Packaging,USA,STDLONG,B,,,1,2007-06-27,2007,9,19.058823529411764,11.271666666666667,154.56733333333332,3.6025894398148424,-0.012200100583147097,0.3260683786890322,0.33302192787137225,0.06727401133166887,2.3933787778655664,15.406333333333334,413.843
285205.0,2007-07-02,420699,SK Innovation Co. Ltd.,Corporates,Energy,KOR,FCLONG,BBB-,,,1,2007-07-02,2007,14,17.307692307692307,,,,,,,,,,
202138.0,2007-07-02,420840,Far Eastern New Century Corp.,Corporates,Capital Goods,TWN,TAIWALONG,twA+,,,1,2007-07-02,2007,19,20.166666666666668,453.47202982940394,-126.76926078768167,10.079274636529354,0.03604690806277583,0.266530489018445,0.4158099467057815,0.21423572963808837,4.956523429172918,57.941160872610055,4109.315583638103
,2007-07-09,420962,Akerys Holdings S.A.,Corporates,Homebuilding,FRA,STDLONG,BB,,,1,2007-07-09,2007,12,18.72340425531915,,,,,,,,,,
177091.0,2007-07-04,420964,BR Malls Participacoes S.A.,Corporates,Property & Real Estate,BRA,BRAZLONG,brA+,,,1,2007-07-04,2007,19,14.3,3.02524160846702,,3.859066859066859,0.0004902752293577982,0.05778416201068085,,0.36777446710978684,,0.9564290304140717,75.20136021436586
,2007-07-06,421128,J&F I Finance Co.,Corporates,Consumer Products,USA,STDLONG,B,,,1,2007-07-06,2007,9,19.058823529411764,,,,,,,,,,
8440.0,2009-06-04,421166,Ranger Oil Corp.,Corporates,Energy,USA,STDLONG,BB-,,,1,2009-06-04,2009,11,17.927272727272726,24.401,5.93,5.428094568529676,0.036813263406501574,0.37985612134649455,0.1890969770793023,0.2184167858488023,1.8571869926283568,37.708333333333336,1251.548
,2007-07-09,421182,X5 Finance OOO,Corporates,Retailing,RUS,STDLONG,BB-,,,1,2007-07-09,2007,11,12.431451612903226,,,,,,,,,,
,2007-07-10,421190,Tata Steel UK Holdings Ltd.,Corporates,Metals & Mining,GBR,STDLONG,BB-,,,1,2007-07-10,2007,11,19.14,,,,,,,,,,
,2007-07-12,421239,Hyland Software Inc.,Corporates,Information Technology,USA,STDLONG,B,,,1,2007-07-12,2007,9,19.058823529411764,,,,,,,,,,
,2007-07-13,421339,Integra Telecom Inc.,Corporates,Telecom Services,USA,STDLONG,B-,,,1,2007-07-13,2007,8,19.058823529411764,,,,,,,,,,
,2012-02-03,421341,Bragg Communications Inc.,Corporates,Media & Entertainment,CAN,FCLONG,BB-,,,1,2012-02-03,2012,11,19.98384491114701,,,,,,,,,,
65009.0,2020-09-14,421342,Archrock Inc.,Corporates,Energy,USA,STDLONG,B+,,,1,2020-09-14,2020,10,16.573033707865168,6.610333333333333,96.407,1.4850269360601287,0.015806252402349574,0.5917914065327122,0.07829939780486993,0.15920957648120945,-0.2260301879204927,95.55633333333333,1802.4473333333333
146140.0,2007-07-16,421441,Piedmont Realty Trust Inc.,Corporates,Property & Real Estate,USA,STDLONG,BBB,,,1,2007-07-16,2007,15,19.058823529411764,48.077,,,,0.23197235187008639,,,,51.433,1300.2373333333333
,2007-07-16,421442,Piedmont Operating Partnership L.P.,Corporates,Property & Real Estate,USA,STDLONG,BBB,,,1,2007-07-16,2007,15,19.058823529411764,,,,,,,,,,
,2007-07-19,421532,Versacold International Corp.,Corporates,Transportation,CAN,STDLONG,B,,,1,2007-07-19,2007,9,19.921610169491526,,,,,,,,,,
,2007-07-24,421561,SABIC Innovative Plastics Holding B.V.,Corporates,Chemicals,NLD,STDLONG,BB,,,1,2007-07-24,2007,12,23.0,,,,,,,,,,
,2007-07-25,421568,Alpha Media Group Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,B,,,1,2007-07-25,2007,9,19.058823529411764,,,,,,,,,,
,2010-04-30,421625,U.S. Silica Co.,Corporates,Building Materials,USA,STDLONG,B+,,,1,2010-04-30,2010,10,15.691176470588236,,,,,,,,,,
,2007-07-13,421659,Downstream Development Authority,Corporates,Hotels & Gaming,USA,STDLONG,B-,,,1,2007-07-13,2007,8,19.058823529411764,,,,,,,,,,
,2007-07-18,421702,Allison Transmission Inc.,Corporates,Capital Goods,USA,STDLONG,B+,,,1,2007-07-18,2007,10,19.058823529411764,,,,,,,,,,
,2007-11-28,421707,CDW LLC,Corporates,Information Technology,USA,STDLONG,B,,,1,2007-11-28,2007,9,19.058823529411764,,,,,,,,,,
282835.0,2007-07-23,421719,Hong Long Holdings Ltd.,Corporates,Hotels & Gaming,CHN,STDLONG,B,,,1,2007-07-23,2007,9,17.071428571428573,3.9548088733529614,-9.9572407302777,6.382729413038183,0.26556979568282874,0.0,0.9040805435273813,0.45267349915553506,,4.633546363253393,113.48458229666998
285364.0,2007-07-16,421725,Cikarang Listrindo PT.,Corporates,Electric,IDN,STDLONG,BB-,,,1,2007-07-16,2007,11,9.063492063492063,38.50067337489624,45.50787845322353,2.0622199785474895,,0.6317707576408622,0.10916720733710542,0.2597299933826369,,20.753305907942487,293.0019568063318
242777.0,2007-10-29,421739,Rain CII Carbon (Vizag) Ltd.,Corporates,Metals & Mining,IND,STDLONG,B,,,1,2007-10-29,2007,9,12.941176470588236,9.94228409163711,6.5642777840446795,3.5619772919968207,0.06339178450991818,0.2662729945379106,0.55126462971729,0.10254437632283171,1.9519407146073389,3.472847576457589,94.53828122101663
,2007-07-18,421797,TPG-Austin Portfolio Holdings LLC,Corporates,Property & Real Estate,USA,STDLONG,B,,,1,2007-07-18,2007,9,19.058823529411764,,,,,,,,,,
282758.0,2007-07-17,421839,Nomura Real Estate Residential Fund Inc.,Corporates,Property & Real Estate,JPN,FCLONG,A+,,,1,2007-07-17,2007,19,20.5,43.55608949229023,,2.6700553273307355,0.007326337908270811,0.41824954757016986,,0.41902661406759817,,2.849439845047109,288.1808111069993
132502.0,2007-07-19,421900,Palm Inc.,Corporates,Information Technology,USA,STDLONG,B,,,1,2007-07-19,2007,9,19.058823529411764,123.25166666666667,380.2036666666667,21.78060629595112,0.11076502487104106,0.012280288102576193,0.9498440973987,0.06518369949802062,3.753688126995026,4.366666666666666,452.73900000000003
62317.0,2016-01-28,421906,Premiere Global Services Inc.,Corporates,Telecom Services,USA,STDLONG,B,,,1,2016-01-28,2016,9,16.573033707865168,42.5875,37.125,5.514043246653241,0.024400595917218503,0.41520214589694704,0.2400085898949496,0.08177879607569588,1.3593412941335448,8.265,463.2315
,2007-07-24,421907,Hunter Defense Technologies Inc.,Corporates,Aerospace & Defense,USA,STDLONG,B+,,,1,2007-07-24,2007,10,19.058823529411764,,,,,,,,,,
164668.0,2007-07-19,422062,Enterprise GP Holdings L.P.,Corporates,Gas,USA,STDLONG,BB-,,,1,2007-07-19,2007,11,19.058823529411764,39.01133333333333,-46.64566666666667,2.4614698897219602,0.004737758775954288,0.6757186337115733,0.2631636163304603,0.05226088914092037,,246.221,6922.850666666666
,2007-07-19,422086,Mount Airy #1 LLC,Corporates,Hotels & Gaming,USA,STDLONG,B,,,1,2007-07-19,2007,9,19.058823529411764,,,,,,,,,,
281662.0,2007-07-19,422103,PT Mobile-8 Telecom Tbk.,Corporates,Telecom Services,IDN,STDLONG,B,,,1,2007-07-19,2007,9,9.063492063492063,48.331719071963725,-10.776547473980415,-1.493298742962835,0.011561531574313035,0.10061837119842103,0.4542518352489462,-0.2568084360265934,2.5355276419694994,6.966131323130011,163.79712680257893
14384.0,2010-10-04,422221,Evraz Inc. N.A.,Corporates,Metals & Mining,USA,FCLONG,B,,,1,2010-10-04,2010,9,15.691176470588236,8.306,89.58666666666666,0.7756576156085861,-0.001621356745707201,0.33333722627777634,0.28111504868684406,0.034566159947462545,1.4511832782097775,35.992,511.6553333333333
,2014-04-04,422344,Financiere Gaillon 8 S.A.,Corporates,Capital Goods,FRA,STDLONG,B,,,1,2014-04-04,2014,9,20.0,,,,,,,,,,
,2007-07-23,422407,CW Media Holdings Inc.,Corporates,Media & Entertainment,CAN,STDLONG,B,,,1,2007-07-23,2007,9,19.921610169491526,,,,,,,,,,
,2007-07-23,422411,Advanced Homecare Holdings Inc. d/b/a Encompass Home Health Inc.,Corporates,Health Care,USA,STDLONG,B,,,1,2007-07-23,2007,9,19.058823529411764,,,,,,,,,,
,2007-07-25,422503,CPM Holdings Inc.,Corporates,Capital Goods,USA,STDLONG,B+,,,1,2007-07-25,2007,10,19.058823529411764,,,,,,,,,,
164282.0,2007-08-01,422562,Colt Defense LLC,Corporates,Aerospace & Defense,USA,STDLONG,B,,,1,2007-08-01,2007,9,19.058823529411764,0.314,-0.682,3.2840696117804553,0.26556979568282874,0.6673562486738809,0.38811431747649267,0.16325281160577626,,3.735,64.767
104584.0,2007-08-01,422579,GS Engineering & Construction Corp.,Corporates,Capital Goods,KOR,STDLONG,BBB,,,1,2007-08-01,2007,15,17.307692307692307,395.8419975824632,357.4738865166435,14.507895457254358,0.0573880849175483,0.046414429914086335,0.7293899892287187,0.06497570158763011,1.900339365865029,24.715924931827555,2880.048700195417
26050.0,2007-07-30,422620,Invitel Holdings A/S,Corporates,Telecom Services,HUN,STDLONG,B+,,,1,2007-07-30,2007,10,16.558139534883722,14.084333333333333,-17.484333333333336,2.1187961394524506,0.05254295459615596,0.41764496689003927,0.3682661901540916,0.24916561885998076,0.8341431160621235,12.713,194.827
,2007-07-25,422661,Transportadora de Gas Internacional S.A. E.S.P.,Corporates,Gas,COL,STDLONG,BB,,,1,2007-07-25,2007,12,12.642857142857142,,,,,,,,,,
,2007-07-25,422662,Hunt Refining Company,Corporates,Energy,USA,STDLONG,B,,,1,2007-07-25,2007,9,19.058823529411764,,,,,,,,,,
,2008-08-21,422664,Grupo Collado S. A. de C. V.,Corporates,Capital Goods,MEX,CAVALLONG,mxA-,,,1,2008-08-21,2008,17,18.2135231316726,,,,,,,,,,
,2007-07-26,422765,Alliance Film Holdings Inc,Corporates,Media & Entertainment,CAN,STDLONG,B,,,1,2007-07-26,2007,9,19.921610169491526,,,,,,,,,,
,2013-03-20,423013,Berlin Packaging LLC,Corporates,Containers & Packaging,USA,FCLONG,B,,,1,2013-03-20,2013,9,16.573033707865168,,,,,,,,,,
178518.0,2007-10-03,423084,Telesat Holdings Inc.,Corporates,Telecom Services,CAN,STDLONG,B+,,,1,2007-10-03,2007,10,19.921610169491526,,,,,,,,,,
,2007-08-01,423281,Petropack S.A.,Corporates,Chemicals,ARG,ARGLONG,raBB+,,,1,2007-08-01,2007,13,10.883870967741936,,,,,,,,,,
133767.0,2007-08-02,423519,Krispy Kreme Doughnuts Inc.,Corporates,Retailing,USA,STDLONG,B-,,,1,2007-08-02,2007,8,19.058823529411764,26.969333333333335,-2.739333333333333,0.1644520359457966,-0.19831051841652136,0.2601719974170931,0.5000683587450806,-0.0201095055063468,2.5004348503049036,15.806666666666667,270.553
252380.0,2007-10-22,423699,Coastal Greenland Ltd.,Corporates,Property & Real Estate,BMU,STDLONG,B+,,,1,2007-10-22,2007,10,,62.39090250264087,,2.3864587394235053,0.019570706098706862,0.21125607283769018,,0.28816508829413484,,22.63070779935768,602.909362097113
14578.0,2007-08-07,423766,Tegrant Corp.,Corporates,Containers & Packaging,USA,FCLONG,B,,,1,2007-08-07,2007,9,19.058823529411764,,,,,,,,,,
,2007-11-30,424080,Octapharma Nordic AB,Corporates,Health Care,SWE,STDLONG,BB+,,,1,2007-11-30,2007,13,20.441176470588236,,,,,,,,,,
284841.0,2007-08-12,424081,Sintronic Technology Inc.,Corporates,Capital Goods,TWN,TAIWALONG,twBB-,,,1,2007-08-12,2007,11,20.166666666666668,,,,,,,,,,
33882.0,2007-10-22,424092,Tervita Corp.,Corporates,Energy,CAN,STDLONG,B+,,,1,2007-10-22,2007,10,19.921610169491526,,,,,,,,,,
33598.0,2007-09-11,424139,US Xpress Enterprises Inc.,Corporates,Transportation,USA,STDLONG,B+,,,1,2007-09-11,2007,10,19.058823529411764,,,,,,,,,,
,2007-08-13,424141,QMG Holdings Inc.,Corporates,Media & Entertainment,USA,STDLONG,B,,,1,2007-08-13,2007,9,19.058823529411764,,,,,,,,,,
184241.0,2011-04-18,424402,UniTek Global Services Inc.,Corporates,Capital Goods,USA,FCLONG,B+,,,1,2011-04-18,2011,10,15.727272727272727,9.553,20.625999999999998,-11.272437822585713,-0.10118900988445381,0.184275891644032,0.6817343282236523,-0.05423581200276244,1.3709362759880797,12.956,98.17750000000001
298150.0,2011-06-20,424560,Dubai Electricity and Water Authority,Corporates,Multi,ARE,STDLONG,BBB-,,,1,2011-06-20,2011,14,19.941176470588236,1090.7356483364701,-1085.7851666666668,5.112720462827564,,0.21505758772398106,0.377060121871782,0.48239428384655997,,304.0528728848649,11522.386267139538
165414.0,2007-08-24,424739,Chem Rx Corp.,Corporates,Health Care,USA,STDLONG,B,,,1,2007-08-24,2007,9,19.058823529411764,0.054,53.667,48.66040589093862,-0.0003110135382363703,0.0,1.0,,13.895535129512211,0.0,0.993
15037.0,2009-06-01,424906,Goldcorp Inc.,Corporates,Metals & Mining,CAN,STDLONG,BBB+,,,1,2009-06-01,2009,16,19.968864468864467,442.7666666666667,445.0,26.670915219651523,0.041543485469521954,0.03371507478709552,0.08924973905843701,0.25094778720896965,2.14485665793797,36.333333333333336,4886.3
279343.0,2007-08-27,424913,Klabin Segall S.A.,Corporates,Homebuilding,BRA,BRAZLONG,brA-,,,1,2007-08-27,2007,17,14.3,3.0835914205513,,5.284326271245104,0.06762491892830529,0.03180101321756781,,0.24097708950847008,,2.1776037201030918,44.963234021783215
296575.0,2007-10-15,424993,OJSC RBC Information Systems,Corporates,Media & Entertainment,RUS,STDLONG,B+,,,1,2007-10-15,2007,10,12.431451612903226,65.46066438592193,83.8078113332689,5.485268012750853,0.12320541426802924,0.16908314548906575,0.5255846926337334,0.15631086883797984,,4.17593164927641,77.2792360922493
155394.0,2007-09-27,425014,LKQ Corp.,Corporates,Retailing,USA,STDLONG,BB-,,,1,2007-09-27,2007,11,19.058823529411764,2.9386666666666663,101.35833333333333,21.896256540065448,0.07344011032179944,0.1471917946575024,0.4062550685684026,0.09221772370125925,5.883932324063082,3.1293333333333333,114.57066666666667
220575.0,2007-09-04,425500,SAS AB,Corporates,Transportation,SWE,STDLONG,BB,,,1,2007-09-04,2007,12,20.441176470588236,196.4599161082264,25.89468485488578,0.3717901349177572,-0.009531662758859938,0.3207680592867805,0.4755595321203905,0.008858119186606077,1.552808516495423,181.922781964014,5739.875476441818
62966.0,2007-09-24,425557,Sunquest Information Systems Inc.,Corporates,Health Care,USA,STDLONG,B+,,,1,2007-09-24,2007,10,19.058823529411764,,,,,,,,,,
21515.0,2007-09-10,425615,Univar Solutions Inc.,Corporates,Capital Goods,USA,STDLONG,B,,,1,2007-09-10,2007,9,19.058823529411764,,,,,,,,,,
285461.0,2007-11-23,425641,Companhia Providencia Industria e Comercio,Corporates,Chemicals,BRA,BRAZLONG,brA,,,1,2007-11-23,2007,18,14.3,84.31836154554584,146.57310338688646,10.178452633766307,0.19033555033181637,0.0,0.7554988016429768,0.23129802990521495,,6.295719949913166,17.148470439467474
,2011-01-25,425682,Scitor Corp.,Corporates,Commercial & Professional Services,USA,FCLONG,B,,,1,2011-01-25,2011,9,15.727272727272727,,,,,,,,,,
284610.0,2007-09-18,425693,Nutrinvestholding OJSC,Corporates,Consumer Products,RUS,STDLONG,B,,,1,2007-09-18,2007,9,12.431451612903226,16.708080585828146,25.505756057702655,1.7493581216575693,,0.22761961464639913,0.5912294161160854,0.09677418064005355,,14.82132093222235,189.9010755124832
205942.0,2008-07-08,425694,BRF S.A.,Corporates,Consumer Products,BRA,STDLONG,BB+,,,1,2008-07-08,2008,13,14.794117647058824,371.3763333333333,742.4099999999999,2.284968055017718,0.05759368465150808,0.2271160730895888,0.5067167946716851,0.07073169260132282,3.5044693920523784,90.05,1385.1076666666668
,2007-09-10,425696,Santher-Fabrica de Papel Santa Therezinha S.A.,Corporates,Paper & Forest Products,BRA,BRAZLONG,brA,,,1,2007-09-10,2007,18,14.3,,,,,,,,,,
139665.0,2010-08-03,425821,Moody's Corp.,Corporates,Commercial & Professional Services,USA,FCLONG,BBB+,,,1,2010-08-03,2010,16,15.691176470588236,382.0333333333333,-389.06666666666666,14.98234800984717,0.26556979568282874,0.38240838151950357,0.5062957113371712,0.45148720250992874,6.98068368707622,60.46666666666667,2621.7999999999997
162739.0,2007-09-13,425860,Baseline Oil & Gas Corp.,Corporates,Energy,USA,STDLONG,CCC+,,,1,2007-09-13,2007,7,19.058823529411764,0.124,-2.108,-1.410756501182033,-0.19831051841652136,0.0,1.0,,8.523841799848928,1.692,2.357
242606.0,2007-10-02,425959,3D-Gold Jewellery Holdings Ltd.,Corporates,Consumer Products,HKG,STDLONG,BB,,,1,2007-10-02,2007,12,20.166666666666668,20.03596675032811,106.49293560036033,3.775009178666308,0.047699164470181916,0.1765925538496349,0.6347708111570863,0.059383372606650296,2.726999501379948,6.280683741828665,161.37387612433872
176537.0,2008-07-22,425960,Tecnisa S.A.,Corporates,Homebuilding,BRA,BRAZLONG,brA-,,,1,2008-07-22,2008,17,14.794117647058824,15.924540637338035,,3.021521395640395,0.04988067066214407,0.07749297523419217,,0.24086449987617406,,6.644171369361987,137.02713121024655
178507.0,2007-09-27,426187,MSCI Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,BB-,,,1,2007-09-27,2007,11,19.058823529411764,24.362,241.224,48.66040589093862,0.06420435397991507,0.0,0.7698031442575324,0.26809313223773573,,0.352,287.063
,2007-10-04,426201,Centaur LLC,Corporates,Hotels & Gaming,USA,STDLONG,B,,,1,2007-10-04,2007,9,19.058823529411764,,,,,,,,,,
140903.0,2007-09-28,426343,Metavante Corp.,Corporates,Information Technology,USA,STDLONG,BB,,,1,2007-09-28,2007,12,19.058823529411764,,,,,,,,,,
,2007-09-26,426400,Agri International Resources Pte. Ltd.,Corporates,Consumer Products,SGP,STDLONG,B-,,,1,2007-09-26,2007,8,,,,,,,,,,,
162160.0,2010-04-22,426403,Medical Properties Trust Inc.,Corporates,Property & Real Estate,USA,STDLONG,BB-,,,1,2010-04-22,2010,11,15.691176470588236,40.42333333333334,,,,0.4348484374189295,,,,35.96233333333333,623.2083333333334
,2010-04-22,426404,MPT Operating Partnership L.P.,Corporates,Property & Real Estate,USA,STDLONG,BB-,,,1,2010-04-22,2010,11,15.691176470588236,,,,,,,,,,
2698.0,2008-04-28,426512,Canadian Pacific Kansas City Limited,Corporates,Transportation,CAN,STDLONG,BBB,,,1,2008-04-28,2008,15,19.959923664122137,188.06834175086246,-185.41987986331807,5.182649538358198,0.0634661626055672,0.27648529873742245,0.17687387196108637,0.23914674857561904,1.8587926396665369,185.7789723376915,6186.737945014819
287673.0,2007-12-18,426621,RusHydro PJSC,Corporates,Electric,RUS,STDLONG,BBB-,,,1,2007-12-18,2007,14,12.431451612903226,84.84411871701353,99.5135323607795,24.448385356430112,,0.04764834509996885,0.5543668118365993,0.2834483643873258,,9.444755895865534,666.9735169780838
,2007-10-02,426626,HD Supply Inc.,Corporates,Capital Goods,USA,STDLONG,B,,,1,2007-10-02,2007,9,19.058823529411764,,,,,,,,,,
21739.0,2007-10-02,426646,PRA International,Corporates,Health Care,USA,STDLONG,B,,,1,2007-10-02,2007,9,19.058823529411764,109.211,18.317,1.446871866549178,-0.002755146179486527,0.459098750667922,0.3792835817934756,0.06805137937736518,,32.911,806.568
,2020-05-11,426651,Reckitt Benckiser Treasury Services PLC,Corporates,Consumer Products,GBR,FCLONG,A-,,,1,2020-05-11,2020,17,19.043413173652695,,,,,,,,,,
