gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,date_column,year,numeric_rating,countryrating
,2017-03-14,583032,Shandong Yuhuang Chemical Co. Ltd.,Corporates,Chemicals,CHN,STDLONG,B+,,,N,2017-03-14,2017,10,18.25925925925926
,2016-09-20,583094,"WD Wolverine Holdings, LLC",Corporates,Health Care,USA,STDLONG,B,,,N,2016-09-20,2016,9,16.573033707865168
27671.0,2016-09-28,583114,Audacy Capital Corp.,Corporates,Media & Entertainment,USA,STDLONG,B+,,,N,2016-09-28,2016,10,16.573033707865168
,2016-09-16,583172,"CCHN Group Holdings, Inc",Corporates,Health Care,USA,STDLONG,B,,,N,2016-09-16,2016,9,16.573033707865168
,2016-09-15,583357,"inVentiv Group Holdings, Inc.",Corporates,Health Care,USA,STDLONG,B,,,N,2016-09-15,2016,9,16.573033707865168
271764.0,2018-03-05,583373,Entain PLC,Corporates,Hotels & Gaming,GBR,STDLONG,BB-,,,N,2018-03-05,2018,11,19.472689075630253
,2016-10-31,583439,"Envigo Holdings, Inc.",Corporates,Health Care,USA,FCLONG,B-,,,N,2016-10-31,2016,8,16.573033707865168
,2016-09-28,583472,PAE Holding Corp.,Corporates,Aerospace & Defense,USA,FCLONG,B,,,N,2016-09-28,2016,9,16.573033707865168
,2016-11-18,583513,Jubilant Pharma Ltd.,Corporates,Health Care,SGP,FCLONG,BB-,,,N,2016-11-18,2016,11,23.0
,2016-09-19,583514,Turaz Global S.a.r.l.,Corporates,Information Technology,LUX,FCLONG,B,,,N,2016-09-19,2016,9,
27638.0,2016-09-20,583535,Alcoa Corp.,Corporates,Metals & Mining,USA,FCLONG,BB-,,,N,2016-09-20,2016,11,16.573033707865168
,2016-09-21,583600,"Henry Holdings, Inc.",Corporates,Building Materials,USA,FCLONG,B,,,N,2016-09-21,2016,9,16.573033707865168
,2016-10-19,583616,Bioventus LLC,Corporates,Health Care,USA,STDLONG,B,,,N,2016-10-19,2016,9,16.573033707865168
,2016-09-29,583674,Tweddle Holdings Inc.,Corporates,Telecom Services,USA,STDLONG,B,,,N,2016-09-29,2016,9,16.573033707865168
,2016-10-04,583677,"Morsco, Inc.",Corporates,Building Materials,USA,FCLONG,B,,,N,2016-10-04,2016,9,16.573033707865168
17689.0,2016-10-14,583679,UCP Inc.,Corporates,Homebuilding,USA,STDLONG,B-,,,N,2016-10-14,2016,8,16.573033707865168
178870.0,2016-09-30,583693,SRC Energy Inc.,Corporates,Energy,USA,FCLONG,B-,,,N,2016-09-30,2016,8,16.573033707865168
,2016-10-04,583754,K&N Parent Inc.,Corporates,Automobiles & Components,USA,FCLONG,B,,,N,2016-10-04,2016,9,16.573033707865168
,2016-09-27,583815,BioClinica Holding I LP,Corporates,Health Care,USA,FCLONG,B-,,,N,2016-09-27,2016,8,16.573033707865168
275588.0,2021-08-08,583894,Alrov Property & Lodging Ltd.,Corporates,Property & Real Estate,ISR,ISRLONG,ilA,,,N,2021-08-08,2021,18,20.8
,2016-10-07,583914,"LBM Borrower, LLC",Corporates,Building Materials,USA,STDLONG,B+,,,N,2016-10-07,2016,10,16.573033707865168
,2016-10-05,583958,Oak Holdings LLC,Corporates,Consumer Products,USA,FCLONG,B+,,,N,2016-10-05,2016,10,16.573033707865168
,2016-11-21,584055,Changsha Pilot Investment Holdings Co. Ltd.,Corporates,Property & Real Estate,CHN,FCLONG,BBB-,,,N,2016-11-21,2016,14,18.25925925925926
,2016-12-22,584056,Nordic Packaging And Container (Finland) Holdings Oy,Corporates,Containers & Packaging,FIN,FCLONG,B,,,N,2016-12-22,2016,9,22.555555555555557
,2017-01-04,584060,Ashtrom Residential Development Ltd.,Corporates,Property & Real Estate,ISR,ISRLONG,ilA-,,,N,2017-01-04,2017,17,20.585365853658537
,2016-11-28,584172,Mobilux 2 S.A.S.,Corporates,Retailing,FRA,FCLONG,B,,,N,2016-11-28,2016,9,19.923857868020306
270750.0,2017-02-17,584197,Xinhu Zhongbao Co. Ltd.,Corporates,Property & Real Estate,CHN,FCLONG,B,,,N,2017-02-17,2017,9,18.25925925925926
,2016-10-04,584213,Horizon Parent Holdings S.a r.l.,Corporates,Containers & Packaging,LUX,STDLONG,B,,,N,2016-10-04,2016,9,
1794.0,2016-09-30,584219,Ashland Inc.,Corporates,Chemicals,USA,STDLONG,BB,,,N,2016-09-30,2016,12,16.573033707865168
245197.0,2017-01-24,584256,Rumo S.A.,Corporates,Transportation,BRA,BRAZLONG,brA-,,,N,2017-01-24,2017,17,14.355263157894736
324770.0,2017-04-10,584274,Essity AB,Corporates,Consumer Products,SWE,STDLONG,BBB+,,EU|UKE,Y,2017-04-10,2017,16,21.304761904761904
223060.0,2017-04-07,584372,Jain Irrigation Systems Ltd.,Corporates,Capital Goods,IND,FCLONG,B+,,,N,2017-04-07,2017,10,13.714285714285714
23093.0,2016-10-07,584394,Forterra Inc.,Corporates,Building Materials,USA,FCLONG,B,,,N,2016-10-07,2016,9,16.573033707865168
,2003-01-30,584413,National Bedding Co. LLC,Corporates,Capital Goods,USA,FCLONG,B+,,,N,2003-01-30,2003,10,21.285714285714285
201232.0,2017-05-08,584453,China Steel Structure Co. Ltd.,Corporates,Capital Goods,TWN,TAIWALONG,twA-,,,N,2017-05-08,2017,17,20.166666666666668
,2016-11-14,584574,Medical Depot Holdings Inc.,Corporates,Health Care,USA,STDLONG,B,,,N,2016-11-14,2016,9,16.573033707865168
,2016-12-13,584575,SAI Global Holdings I (Australia) Pty Ltd,Corporates,Business and Consumer Services,AUS,STDLONG,B+,,,N,2016-12-13,2016,10,22.166666666666668
,2017-04-20,584612,Norske tog AS,Corporates,Transportation,NOR,FCLONG,A+,,EU|UKE,Y,2017-04-20,2017,19,21.5
294220.0,2017-01-10,584812,TalkTalk Telecom Group Ltd.,Corporates,Telecom Services,GBR,FCLONG,BB-,,,N,2017-01-10,2017,11,19.52069716775599
11537.0,2016-10-19,584814,Winnebago Industries Inc.,Corporates,Automobiles & Components,USA,STDLONG,BB-,,,N,2016-10-19,2016,11,16.573033707865168
,2016-10-18,584816,Delta Holdco LLC,Corporates,Information Technology,USA,STDLONG,B-,,,N,2016-10-18,2016,8,16.573033707865168
252586.0,2022-12-19,584873,Beijing Energy International Holding Co. Ltd.,Corporates,Electric,BMU,FCLONG,BBB+,,EE|UKE,Y,2022-12-19,2022,16,19.4
322597.0,2016-11-14,584900,innogy,Corporates,Multi,DEU,FCLONG,BBB-,,,N,2016-11-14,2016,14,20.928571428571427
,2017-10-10,585132,GMR Hyderabad International Airport Ltd.,Corporates,Transportation,IND,FCLONG,BB+,,,N,2017-10-10,2017,13,13.714285714285714
,2017-04-03,585134,Project Alpha Intermediate Holding Inc.,Corporates,Information Technology,USA,FCLONG,B,,,N,2017-04-03,2017,9,16.573033707865168
,2016-10-20,585152,Intermedia Holdings Inc.,Corporates,Information Technology,USA,FCLONG,B,,,N,2016-10-20,2016,9,16.573033707865168
,2016-11-02,585275,Terra Millennium Corp.,Corporates,Capital Goods,USA,FCLONG,B,,,N,2016-11-02,2016,9,16.573033707865168
,2017-10-26,585295,Xperi Corporation,Corporates,Information Technology,USA,STDLONG,BB-,,,N,2017-10-26,2017,11,16.573033707865168
,2016-10-24,585315,"Tessera Technologies, Inc.",Corporates,Information Technology,USA,STDLONG,BB-,,,N,2016-10-24,2016,11,16.573033707865168
,2017-04-05,585335,Lianyungang Port Group Co. Ltd.,Corporates,Transportation,CHN,STDLONG,BBB-,,,N,2017-04-05,2017,14,18.25925925925926
,2017-04-23,585472,Southern Properties Capital Ltd.,Corporates,Property & Real Estate,ISR,ISRLONG,ilBBB+,,,N,2017-04-23,2017,16,20.585365853658537
27677.0,2016-10-18,585478,Extraction Oil & Gas Inc.,Corporates,Energy,USA,STDLONG,B,,,N,2016-10-18,2016,9,16.573033707865168
,2017-02-23,585479,Riverbed Parent Inc.,Corporates,Information Technology,USA,STDLONG,B,,,N,2017-02-23,2017,9,16.573033707865168
,2016-12-22,585553,Nordic Packaging and Container Holdings Ltd.,Corporates,Containers & Packaging,GBR,FCLONG,B,,,N,2016-12-22,2016,9,19.573221757322177
,2017-05-09,585572,Ilpea Parent Inc.,Corporates,Capital Goods,USA,STDLONG,B,,,N,2017-05-09,2017,9,16.573033707865168
,2016-11-28,585593,Radiate Holdco LLC,Corporates,Media & Entertainment,USA,FCLONG,B,,,N,2016-11-28,2016,9,16.573033707865168
,2016-10-26,585617,ASP Chromaflo Holdings II L.P.,Corporates,Chemicals,CYM,STDLONG,B-,,,N,2016-10-26,2016,8,
,2016-10-31,585652,Kissner Holdings LP,Corporates,Building Materials,CAN,STDLONG,B,,,N,2016-10-31,2016,9,19.929333333333332
,2017-01-16,585794,Crystal Almond Intermediary Holdings Ltd.,Corporates,Telecom Services,GGY,FCLONG,B,,,N,2017-01-16,2017,9,21.2
,2017-01-16,585795,Crystal Almond S.a r.l.,Corporates,Telecom Services,GGY,FCLONG,B,,,N,2017-01-16,2017,9,21.2
2396.0,2016-11-02,585812,Constellation Brands Canada Inc.,Corporates,Consumer Products,CAN,STDLONG,B,,,N,2016-11-02,2016,9,19.929333333333332
4199.0,2016-10-28,585817,Eaton Corp. PLC,Corporates,Capital Goods,IRL,STDLONG,A-,,,N,2016-10-28,2016,17,17.964285714285715
65605.0,2016-11-30,585852,"RB Global, Inc",Corporates,Commercial & Professional Services,CAN,STDLONG,BB,,,N,2016-11-30,2016,12,19.929333333333332
286054.0,2017-01-09,585854,"Telekom Slovenije, d.d.",Corporates,Telecom Services,SVN,FCLONG,BB+,,,N,2017-01-09,2017,13,18.325
,2016-11-02,585855,AI Aqua S.a.r.l.,Corporates,Retailing,LUX,STDLONG,B,,,N,2016-11-02,2016,9,
,2016-11-01,585874,ProAmpac PG Intermediate LLC,Corporates,Containers & Packaging,USA,FCLONG,B,,,N,2016-11-01,2016,9,16.573033707865168
319718.0,2017-01-24,585878,Global Power Synergy Public Co. Ltd.,Corporates,Electric,THA,STDLONG,BBB-,,,N,2017-01-24,2017,14,17.157894736842106
,2016-11-07,585998,Cheddar's Restaurant Holdings Corp.,Corporates,Retailing,USA,STDLONG,B,,,N,2016-11-07,2016,9,16.573033707865168
25424.0,2016-11-08,586052,Hostess Brands Inc.,Corporates,Consumer Products,USA,STDLONG,B+,,,N,2016-11-08,2016,10,16.573033707865168
,2016-11-08,586053,Innovative XCessories & Services LLC,Corporates,Automobiles & Components,USA,FCLONG,B,,,N,2016-11-08,2016,9,16.573033707865168
2396.0,2017-11-01,586063,Arterra Wines Canada Inc.,Corporates,Consumer Products,CAN,STDLONG,B,,,N,2017-11-01,2017,9,19.905778894472363
,2016-11-09,586116,TricorBraun Holdings Inc.,Corporates,Containers & Packaging,USA,STDLONG,B,,,N,2016-11-09,2016,9,16.573033707865168
,2016-11-15,586137,LD Intermediate Holdings Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,B,,,N,2016-11-15,2016,9,16.573033707865168
,2016-11-29,586194,Masergy Holdings Inc.,Corporates,Telecom Services,USA,FCLONG,B,,,N,2016-11-29,2016,9,16.573033707865168
,2016-11-10,586199,SAL Acquisition Corp.,Corporates,Retailing,USA,FCLONG,B,,,N,2016-11-10,2016,9,16.573033707865168
28719.0,2016-11-08,586202,Conduent Inc.,Corporates,Commercial & Professional Services,USA,FCLONG,BB,,,N,2016-11-08,2016,12,16.573033707865168
,2016-11-10,586232,EVO Payments International LLC,Corporates,Information Technology,USA,FCLONG,B,,,N,2016-11-10,2016,9,16.573033707865168
,2016-11-14,586272,"Empower Payments Acquisition, Inc.",Corporates,Commercial & Professional Services,USA,STDLONG,B-,,,N,2016-11-14,2016,8,16.573033707865168
26799.0,2017-11-17,586319,Moran Foods LLC,Corporates,Retailing,USA,FCLONG,B-,,,N,2017-11-17,2017,8,16.573033707865168
,2016-11-11,586474,A-L Parent LLC,Corporates,Media & Entertainment,USA,STDLONG,B,,,N,2016-11-11,2016,9,16.573033707865168
,2016-12-13,586532,SAI GLOBAL CIS US GP,Corporates,Business and Consumer Services,AUS,STDLONG,B+,,,N,2016-12-13,2016,10,22.166666666666668
350993.0,2018-06-22,586612,Softline Holding PLC,Corporates,Information Technology,CYP,FCLONG,B,,,N,2018-06-22,2018,9,12.2
,2016-11-09,586635,TCB Holdings II Corp.,Corporates,Containers & Packaging,USA,STDLONG,B,,,N,2016-11-09,2016,9,16.573033707865168
,2017-04-03,586639,Grupo Kaltex S.A. de C.V.,Corporates,Consumer Products,MEX,STDLONG,B+,,,N,2017-04-03,2017,10,17.320921985815602
29375.0,2016-11-30,586777,Casa Systems Inc.,Corporates,Information Technology,USA,STDLONG,BB-,,,N,2016-11-30,2016,11,16.573033707865168
,2016-11-29,586838,"ContextMedia Health, LLC",Corporates,Commercial & Professional Services,USA,FCLONG,B,,,N,2016-11-29,2016,9,16.573033707865168
,2016-11-17,586852,LSF9 Robin Investments Ltd.,Corporates,Retailing,GBR,STDLONG,B,,,N,2016-11-17,2016,9,19.573221757322177
,2016-11-22,586917,Priority Holdings LLC,Corporates,Information Technology,USA,FCLONG,B,,,N,2016-11-22,2016,9,16.573033707865168
,2017-03-15,586932,Helios Towers Africa Ltd.,Corporates,Telecom Services,MUS,STDLONG,B,,,N,2017-03-15,2017,9,
33700.0,2016-12-08,586933,"Third Coast Midstream, LLC",Corporates,Energy,USA,FCLONG,B,,,N,2016-12-08,2016,9,16.573033707865168
29138.0,2017-01-23,586974,WildHorse Resource Development Corp,Corporates,Energy,USA,STDLONG,B,,,N,2017-01-23,2017,9,16.573033707865168
252461.0,2017-01-20,587126,China Water Affairs Group Ltd.,Corporates,Water,BMU,STDLONG,BB+,,,N,2017-01-20,2017,13,19.4
,2016-11-21,587152,Linxens Singapore Pte. Ltd.,Corporates,Capital Goods,SGP,STDLONG,B,,,N,2016-11-21,2016,9,23.0
,2016-11-28,587172,Zodiac Pool Solutions S.a r.l.,Corporates,Consumer Products,LUX,FCLONG,B,,,N,2016-11-28,2016,9,
106623.0,2016-12-09,587214,Baffinland Iron Mines Corp.,Corporates,Metals & Mining,CAN,FCLONG,B-,,,N,2016-12-09,2016,8,19.929333333333332
,2016-11-29,587272,AIP MC Holdings LLC,Corporates,Building Materials,USA,FCLONG,B,,,N,2016-11-29,2016,9,16.573033707865168
,2017-03-06,587320,PrestigeBidCo GmbH,Corporates,Retailing,DEU,STDLONG,B,,,N,2017-03-06,2017,9,20.928571428571427
292676.0,2017-05-16,587335,Metallurgical Corp. of China Ltd.,Corporates,Capital Goods,CHN,FCLONG,BBB,,,N,2017-05-16,2017,15,18.25925925925926
,2017-02-07,587376,Qinghai Provincial Investment Group Co. Ltd.,Corporates,Building Materials,CHN,STDLONG,BB-,,,N,2017-02-07,2017,11,18.25925925925926
,2017-12-07,587377,Yangzhou Urban Construction State-owned Assets Holding (Group) Co. Ltd.,Corporates,Property & Real Estate,CHN,FCLONG,BBB,,,N,2017-12-07,2017,15,18.25925925925926
330582.0,2018-06-21,587379,O-Bank Number One Real Estate Investment Trust,Corporates,Property & Real Estate,TWN,TAIWALONG,twBBB+,,,N,2018-06-21,2018,16,20.166666666666668
27148.0,2017-03-28,587395,"AdvancePierre Foods Holdings, Inc.",Corporates,Consumer Products,USA,FCLONG,B+,,,N,2017-03-28,2017,10,16.573033707865168
295844.0,2019-11-14,587452,Peach Property Group AG,Corporates,Property & Real Estate,CHE,FCLONG,B+,,,N,2019-11-14,2019,10,20.980392156862745
,2017-02-27,587459,Yanfeng International Automotive Technology Co. Ltd.,Corporates,Automobiles & Components,CHN,STDLONG,BBB-,,,N,2017-02-27,2017,14,18.25925925925926
317312.0,2017-03-08,587512,Hispania Activos Inmobiliarios Socimi S.A.,Corporates,Property & Real Estate,ESP,STDLONG,BBB-,,,N,2017-03-08,2017,14,17.677304964539008
,2017-07-28,587712,Jiangsu Nantong Sanjian Construction Group Co. Ltd.,Corporates,Capital Goods,CHN,FCLONG,B-,,,N,2017-07-28,2017,8,18.25925925925926
,2021-04-07,587713,Carlson Travel Inc.,Corporates,Media & Entertainment,USA,STDLONG,CCC,,,N,2021-04-07,2021,6,16.573033707865168
,2018-03-08,587732,Elysium Healthcare Holdings 2 Ltd.,Corporates,Health Care,GBR,FCLONG,B,,,N,2018-03-08,2018,9,19.472689075630253
4273.0,2017-01-09,587755,Electro Rent Corp.,Corporates,Information Technology,USA,STDLONG,B,,,N,2017-01-09,2017,9,16.573033707865168
,2016-12-02,587775,Spiral Holdings Inc.,Corporates,Information Technology,USA,STDLONG,B,,,N,2016-12-02,2016,9,16.573033707865168
277941.0,2017-02-08,587779,Husqvarna AB (publ),Corporates,Capital Goods,SWE,STDLONG,BBB,,,N,2017-02-08,2017,15,21.304761904761904
,2017-01-09,587835,Silversea Cruise Holding Ltd.,Corporates,Media & Entertainment,BHS,FCLONG,B,,,N,2017-01-09,2017,9,15.363636363636363
,2016-12-16,587853,Radial I LP,Corporates,Commercial & Professional Services,USA,FCLONG,B,,,N,2016-12-16,2016,9,16.573033707865168
,2016-12-09,588000,Flex Acquisition Holdings Inc.,Corporates,Containers & Packaging,USA,STDLONG,B,,,N,2016-12-09,2016,9,16.573033707865168
324977.0,2017-06-26,588153,Metro AG,Corporates,Retailing,DEU,FCLONG,BBB-,,,N,2017-06-26,2017,14,20.928571428571427
,2016-12-13,588553,SAI Global GP,Corporates,Business and Consumer Services,AUS,FCLONG,B+,,,N,2016-12-13,2016,10,22.166666666666668
,2020-12-03,588593,Empire Communities Corp.,Corporates,Building Materials,CAN,FCLONG,B-,,,N,2020-12-03,2020,8,19.92939814814815
,2017-01-17,588697,CH Hold Corp.,Corporates,Automobiles & Components,USA,STDLONG,B,,,N,2017-01-17,2017,9,16.573033707865168
,2017-06-08,588815,Setl Group LLC,Corporates,Property & Real Estate,RUS,FCLONG,B+,,,N,2017-06-08,2017,10,12.341269841269842
255118.0,2020-09-30,588833,CapitaLand Integrated Commercial Trust,Corporates,Property & Real Estate,SGP,FCLONG,A-,,EE|UKE,Y,2020-09-30,2020,17,23.0
,2016-12-16,588893,ASP Emerald Holdings LLC,Corporates,Chemicals,USA,STDLONG,B,,,N,2016-12-16,2016,9,16.573033707865168
166593.0,2017-01-04,588957,"Synchronoss Technologies, Inc.",Corporates,Information Technology,USA,STDLONG,BB-,,,N,2017-01-04,2017,11,16.573033707865168
,2017-01-13,588975,TKC Holdings Inc.,Corporates,Business and Consumer Services,USA,FCLONG,B,,,N,2017-01-13,2017,9,16.573033707865168
66929.0,2004-02-02,589314,Turning Point Brands Inc.,Corporates,Consumer Products,USA,FCLONG,B+,,,N,2004-02-02,2004,10,20.11111111111111
9890.0,2016-12-28,589393,Southwest Gas Holdings Inc.,Corporates,Gas,USA,FCLONG,BBB+,,,N,2016-12-28,2016,16,16.573033707865168
322728.0,2016-12-29,589413,Convatec Group PLC,Corporates,Health Care,GBR,STDLONG,BB,,,N,2016-12-29,2016,12,19.573221757322177
220220.0,2017-02-14,589453,Isras Investment Co. Ltd.,Corporates,Property & Real Estate,ISR,ISRLONG,ilAA-,,,N,2017-02-14,2017,20,20.585365853658537
,2017-01-04,589513,Ivanti Software Inc.,Corporates,Information Technology,USA,STDLONG,B-,,,N,2017-01-04,2017,8,16.573033707865168
29272.0,2017-01-08,589534,Optiv Inc.,Corporates,Information Technology,USA,FCLONG,B,,,N,2017-01-08,2017,9,16.573033707865168
,2017-04-03,589873,BCP VII Jade Topco (Cayman) Ltd.,Corporates,Chemicals,GBR,FCLONG,B+,,,N,2017-04-03,2017,10,19.52069716775599
,2017-01-17,589895,WWEX UNI Intermediate Holdings LLC,Corporates,Transportation,USA,FCLONG,B,,,N,2017-01-17,2017,9,16.573033707865168
,2017-01-23,589957,Array Marketing Canada Inc.,Corporates,Business and Consumer Services,CAN,FCLONG,B,,,N,2017-01-23,2017,9,19.905778894472363
,2017-02-07,589958,Ramundsen Intermediate Holdings LLC,Corporates,Information Technology,USA,STDLONG,B,,,N,2017-02-07,2017,9,16.573033707865168
272138.0,2017-04-12,589993,Dr. Peng Telecom & Media Group Co. Ltd.,Corporates,Telecom Services,CHN,FCLONG,BB,,,N,2017-04-12,2017,12,18.25925925925926
294932.0,2017-05-10,590013,Pegatron Corp.,Corporates,Information Technology,TWN,TAIWALONG,twAA-,,,N,2017-05-10,2017,20,20.166666666666668
,2017-06-09,590033,AI Mistral Holdco Ltd.,Corporates,Transportation,GBR,STDLONG,B,,,N,2017-06-09,2017,9,19.52069716775599
,2017-06-09,590053,AI Mistral (Luxembourg) Subco S.a r.l.,Corporates,Transportation,LUX,FCLONG,B,,,N,2017-06-09,2017,9,
,2017-01-17,590094,Comfort Holding LLC,Corporates,Chemicals,USA,STDLONG,B,,,N,2017-01-17,2017,9,16.573033707865168
,2017-01-18,590194,Onvoy LLC,Corporates,Telecom Services,USA,STDLONG,B,,,N,2017-01-18,2017,9,16.573033707865168
,2017-07-17,590435,Corialis Group Ltd.,Corporates,Building Materials,GBR,STDLONG,B,,,N,2017-07-17,2017,9,19.52069716775599
,2017-04-13,590493,Nanjing Yangzi State-Owned Assets Investment Group Co. Ltd.,Corporates,Capital Goods,CHN,FCLONG,BBB+,,,N,2017-04-13,2017,16,18.25925925925926
,2017-01-25,590673,Tribe Buyer LLC,Corporates,Media & Entertainment,USA,STDLONG,B,,,N,2017-01-25,2017,9,16.573033707865168
,2017-04-04,590813,Richmond UK Holdco Ltd.,Corporates,Media & Entertainment,GBR,FCLONG,B,,,N,2017-04-04,2017,9,19.52069716775599
,2017-06-19,590819,LSF10 XL Investments S.a.r.l.,Corporates,Building Materials,LUX,FCLONG,B+,,,N,2017-06-19,2017,10,
,2017-06-19,590820,LSF10 XL Bidco SCA,Corporates,Building Materials,LUX,STDLONG,B+,,,N,2017-06-19,2017,10,
30923.0,2017-01-17,590822,TechnipFMC PLC,Corporates,Energy,GBR,STDLONG,BBB+,,,N,2017-01-17,2017,16,19.52069716775599
,2017-01-27,590840,LSF 10 Cedar Investments L.P.,Corporates,Building Materials,BMU,STDLONG,B,,,N,2017-01-27,2017,9,19.4
64480.0,2017-01-18,590977,Tivo Corp.,Corporates,Information Technology,USA,FCLONG,BB-,,,N,2017-01-18,2017,11,16.573033707865168
,2017-01-24,590993,Change Healthcare Holdings LLC,Corporates,Information Technology,USA,FCLONG,B+,,,N,2017-01-24,2017,10,16.573033707865168
234181.0,2017-03-14,591153,Fastighets AB Balder,Corporates,Property & Real Estate,SWE,STDLONG,BBB,,,N,2017-03-14,2017,15,21.304761904761904
,2017-01-25,591534,Casablanca Global Intermediate Holdings L.P.,Corporates,Hotels & Gaming,VGB,FCLONG,B,,,N,2017-01-25,2017,9,
,2018-04-12,591573,Fujian Yango Group Co. Ltd.,Corporates,Homebuilding,CHN,FCLONG,B,,,N,2018-04-12,2018,9,18.35483870967742
,2018-12-05,591613,Millerful Number One Real Estate Investment Trust,Corporates,Property & Real Estate,TWN,TAIWALONG,twA+,,,N,2018-12-05,2018,19,20.166666666666668
,2017-02-16,591854,Klein International Group Ltd.,Corporates,Property & Real Estate,ISR,ISRLONG,ilA-,,,N,2017-02-16,2017,17,20.585365853658537
,2017-02-23,591975,APCOA Group GmbH,Corporates,Business and Consumer Services,DEU,STDLONG,B+,,,N,2017-02-23,2017,10,20.928571428571427
,2017-10-03,591976,Waterstone Properties Ltd.,Corporates,Property & Real Estate,ISR,ISRLONG,ilA,,,N,2017-10-03,2017,18,20.585365853658537
323648.0,2017-03-06,592173,Prosegur Cash S.A.,Corporates,Commercial & Professional Services,ESP,FCLONG,BBB,,,N,2017-03-06,2017,15,17.677304964539008
,2017-02-08,592232,"VIP Cinema Holdings, Inc.",Corporates,Consumer Products,USA,STDLONG,B,,,N,2017-02-08,2017,9,16.573033707865168
13824.0,2018-04-30,592546,Fair Isaac Corp.,Corporates,Information Technology,USA,FCLONG,BB+,,,N,2018-04-30,2018,13,16.573033707865168
,2017-03-15,592580,HTA Group Ltd.,Corporates,Telecom Services,MUS,FCLONG,B,,,N,2017-03-15,2017,9,
19985.0,2017-02-13,592634,Patheon N.V.,Corporates,Health Care,NLD,STDLONG,B,,,N,2017-02-13,2017,9,22.387096774193548
,2017-02-14,592813,"Interior Logic Group, Inc",Corporates,Building Materials,USA,STDLONG,B,,,N,2017-02-14,2017,9,16.573033707865168
,2017-02-13,593094,Aerial Parent Corp.,Corporates,Telecom Services,USA,STDLONG,B+,,,N,2017-02-13,2017,10,16.573033707865168
,2017-02-23,593095,Cologix Holdings Inc.,Corporates,Telecom Services,USA,STDLONG,B,,,N,2017-02-23,2017,9,16.573033707865168
,2024-10-18,593233,ASK Chemicals International Holdings GmbH,Corporates,Chemicals,DEU,FCLONG,CCC+,,,N,2024-10-18,2024,7,20.58139534883721
27841.0,2017-02-22,593244,Alpha Metallurgical Resources Inc.,Corporates,Metals & Mining,USA,STDLONG,B-,,,N,2017-02-22,2017,8,16.573033707865168
,2017-05-02,593325,Navico Group AS,Corporates,Information Technology,NOR,STDLONG,B,,,N,2017-05-02,2017,9,21.5
30397.0,2017-02-23,593413,Warrior Met Coal Inc.,Corporates,Metals & Mining,USA,FCLONG,B-,,,N,2017-02-23,2017,8,16.573033707865168
,2017-02-24,593453,Financiere Dry Mix Solutions SAS,Corporates,Building Materials,FRA,STDLONG,B,,,N,2017-02-24,2017,9,19.90995260663507
31477.0,2017-09-14,593474,Azenta Inc.,Corporates,Health Care,USA,FCLONG,BB-,,,N,2017-09-14,2017,11,16.573033707865168
30283.0,2017-02-21,593534,Aveanna Healthcare LLC,Corporates,Health Care,USA,FCLONG,B,,,N,2017-02-21,2017,9,16.573033707865168
,2017-03-13,593733,CDR HRB Holdings Inc.,Corporates,Health Care,USA,FCLONG,B,,,N,2017-03-13,2017,9,16.573033707865168
,2017-03-13,593734,High Ridge Brands Co.,Corporates,Capital Goods,USA,FCLONG,B,,,N,2017-03-13,2017,9,16.573033707865168
,2017-05-02,593833,"Navico, Inc.USA",Corporates,Information Technology,USA,STDLONG,B,,,N,2017-05-02,2017,9,16.573033707865168
,2017-08-29,593893,Jernhusen AB,Corporates,Property & Real Estate,SWE,FCLONG,A,,,N,2017-08-29,2017,18,21.304761904761904
39956.0,2017-02-27,593933,Cyxtera DC Holdings Inc.,Corporates,Information Technology,USA,STDLONG,B,,,N,2017-02-27,2017,9,16.573033707865168
,2017-02-27,593994,DuBois Chemicals Holdings Inc.,Corporates,Chemicals,USA,STDLONG,B-,,,N,2017-02-27,2017,8,16.573033707865168
211503.0,2017-03-14,594197,Teleperformance SE,Corporates,Commercial & Professional Services,FRA,STDLONG,BBB-,,,N,2017-03-14,2017,14,19.90995260663507
,2017-05-12,594253,Hong Yang Group Co. Ltd.,Corporates,Property & Real Estate,CHN,FCLONG,B,,,N,2017-05-12,2017,9,18.25925925925926
,2017-03-02,594373,"DOC DR, LLC",Corporates,Property & Real Estate,USA,STDLONG,BB+,,,N,2017-03-02,2017,13,16.573033707865168
,2021-07-06,594454,Seaspan Corp.,Corporates,Transportation,MHL,STDLONG,BB-,,EE|UKE,Y,2021-07-06,2021,11,
,2017-07-28,594493,Bright Bidco B.V.,Corporates,Automobiles & Components,NLD,STDLONG,B+,,,N,2017-07-28,2017,10,22.387096774193548
,2017-03-02,594973,Arctic Glacier Group Holdings Inc.,Corporates,Consumer Products,USA,STDLONG,B-,,,N,2017-03-02,2017,8,16.573033707865168
,2017-03-06,594994,Ontario Teachers' Cadillac Fairview Properties Trust,Corporates,Property & Real Estate,CAN,FCLONG,A+,,EE|UKE,Y,2017-03-06,2017,19,19.905778894472363
18171.0,2017-03-06,595043,New Home Co. Inc. (The),Corporates,Homebuilding,USA,STDLONG,B-,,,N,2017-03-06,2017,8,16.573033707865168
